"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.567368484E1,5.073639750E-2,1.824770868E-2,-1.409530640E-2,5.573005084E-2
1.567841458E1,-3.519648314E-2,8.473945782E-3,2.376832962E-1,2.404245193E-1
1.568314427E1,5.304244161E-2,-5.827274173E-3,-1.156730652E-1,1.273880518E-1
1.568787396E1,-2.335594594E-2,-1.288453862E-2,3.486061096E-2,4.389503096E-2
1.569260365E1,-1.845356822E-2,-6.027279049E-2,-4.377460480E-2,7.674346538E-2
1.569733333E1,-1.344960928E-2,-4.791165888E-2,-1.739921570E-1,1.809687535E-1
1.570206302E1,-8.949345350E-2,-3.333638981E-2,3.876304626E-2,1.030677780E-1
1.570679276E1,2.986198664E-2,2.253782004E-4,-8.738708496E-2,9.234875018E-2
1.571152245E1,-2.028465271E-2,1.917708106E-2,1.626272202E-1,1.650055766E-1
1.571625214E1,4.646265507E-2,3.324793652E-2,1.644611359E-2,5.945316014E-2
1.572098182E1,-1.077353954E-2,1.399274915E-2,-1.930713654E-2,2.616546778E-2
1.572571151E1,-6.527277827E-2,4.481671378E-3,-1.663446426E-1,1.787488772E-1
1.573044120E1,-6.954626739E-2,-2.866314352E-2,-1.958208084E-1,2.097714187E-1
1.573517089E1,-4.763993621E-2,-4.265333712E-2,-1.490783691E-1,1.622135347E-1
1.573990063E1,-3.535577655E-2,-3.507414460E-2,-2.095651627E-1,2.154014484E-1
1.574463031E1,-6.359151006E-2,7.855473086E-3,1.060390472E-2,6.494637330E-2
1.574936000E1,4.630798101E-2,6.003787369E-2,-1.699237823E-1,1.860727470E-1
1.575408969E1,2.442872524E-2,1.925060526E-2,-4.689216614E-3,3.145373066E-2
1.575881938E1,-1.854991913E-2,-2.600357123E-2,-8.774471283E-2,9.337783380E-2
1.576354906E1,-8.957487345E-2,-3.998745978E-2,-7.751750946E-2,1.250264739E-1
1.576827880E1,-1.316323429E-1,-4.449828714E-2,7.507514954E-2,1.579349529E-1
1.577300849E1,-4.689276218E-3,-1.802294701E-2,-1.273527145E-1,1.287071476E-1
1.577773818E1,-3.798589110E-2,-3.455984965E-2,3.752613068E-2,6.360441505E-2
1.578246787E1,3.116875887E-2,-8.110385388E-3,-1.099834442E-1,1.146020414E-1
1.578719755E1,-2.362307906E-2,1.328418590E-2,-4.021835327E-2,4.849778757E-2
1.579192724E1,-1.631578803E-2,-3.486664966E-3,-1.016111374E-1,1.029717680E-1
1.579665693E1,-3.990504146E-2,-3.910940513E-2,-1.221323013E-1,1.343065781E-1
1.580138662E1,-2.056281269E-2,-5.304178596E-2,-1.780948639E-1,1.869599980E-1
1.580611636E1,3.171390295E-2,-1.931741461E-2,-9.351158142E-2,1.006148598E-1
1.581084604E1,-5.165767670E-2,1.398438402E-2,2.597522736E-2,5.948773818E-2
1.581557573E1,3.666123748E-2,1.863119937E-2,-7.158184052E-2,8.255378741E-2
1.582030542E1,-3.493766487E-2,4.203403741E-2,3.634853363E-1,3.675718847E-1
1.582503511E1,4.874965549E-2,2.734158188E-2,-7.402038574E-2,9.275294343E-2
1.582976479E1,3.108680248E-3,-4.398100823E-2,5.717658997E-2,7.220218430E-2
1.583449448E1,-5.631157756E-2,-5.552481860E-2,1.730346680E-1,1.902498241E-1
1.583922422E1,1.316681504E-2,-5.968145281E-2,-2.130241394E-1,2.216179704E-1
1.584395391E1,-1.034591645E-1,4.461966455E-5,2.635860443E-1,2.831632099E-1
1.584868359E1,1.149234176E-2,5.935759842E-2,-9.236240387E-2,1.103911774E-1
1.585341328E1,-3.126487136E-2,4.217586294E-2,1.030855179E-1,1.156845694E-1
1.585814297E1,-1.525878906E-4,2.510882542E-2,1.544589996E-1,1.564866095E-1
1.586287266E1,4.751884937E-2,-1.787543669E-2,-1.777076721E-2,5.379007762E-2
1.586760234E1,1.624679565E-2,-3.907720745E-2,-1.762294769E-2,4.584271803E-2
1.587233208E1,1.835957170E-2,-3.641853482E-2,7.511901855E-2,8.547660791E-2
1.587706177E1,3.964719176E-2,-1.006825455E-2,-1.097774506E-2,4.235304535E-2
1.588179146E1,3.206834197E-2,9.025432169E-3,7.933521271E-2,8.604599327E-2
1.588652115E1,-8.628547192E-3,6.111340970E-2,1.878862381E-1,1.977638469E-1
1.589125083E1,3.671109676E-2,6.064768881E-2,-4.635143280E-2,8.470125209E-2
1.589598052E1,-3.494547307E-2,3.161367774E-2,1.985759735E-1,2.040907346E-1
1.590071026E1,4.385158420E-2,1.717739180E-2,-1.971912384E-1,2.027372899E-1
1.590543995E1,-3.980368376E-3,-2.325346321E-2,-1.148281097E-1,1.172265400E-1
1.591016964E1,1.491984725E-2,-1.120005921E-2,-7.113265991E-2,7.353841496E-2
1.591489932E1,9.084153175E-2,1.267983392E-2,-1.892490387E-1,2.103049232E-1
1.591962901E1,1.161178946E-2,-2.313688397E-2,1.969442368E-1,1.986383182E-1
1.592435870E1,7.099896669E-2,1.491650008E-2,8.134078979E-2,1.089939417E-1
1.592908839E1,-2.683112025E-2,9.976597503E-3,2.492246628E-1,2.508632577E-1
1.593381807E1,2.329444885E-2,5.267322063E-2,8.807945251E-2,1.052382510E-1
1.593854781E1,-2.679759264E-2,4.043866321E-2,1.110877991E-1,1.212183796E-1
1.594327750E1,3.745841980E-2,-2.614844590E-3,-1.329135895E-2,3.983253505E-2
1.594800719E1,2.526333928E-2,2.820277773E-2,3.438949585E-3,3.801919722E-2
1.595273688E1,-1.046568155E-3,4.921000823E-2,8.157730103E-3,4.989257235E-2
1.595746656E1,5.590099096E-2,4.876032472E-2,-4.176616669E-2,8.512874213E-2
1.596219625E1,7.911384106E-3,4.579856247E-2,1.485157013E-1,1.556181604E-1
1.596692594E1,7.448050380E-2,-1.626660302E-2,-1.067600250E-1,1.311855585E-1
1.597165568E1,2.537757158E-3,-2.563952096E-2,2.027721405E-1,2.044024614E-1
1.597638536E1,6.194356084E-2,6.786584854E-4,-5.770301819E-2,8.465874801E-2
1.598111505E1,2.111175656E-2,1.258885115E-2,-4.297828674E-2,4.951079246E-2
1.598584474E1,4.452276230E-2,-3.506866097E-2,3.810596466E-2,6.829459633E-2
1.599057443E1,7.511767745E-2,-1.523295417E-3,-5.480575562E-2,9.299815451E-2
1.599530412E1,-2.288882434E-2,4.112514108E-2,2.305498123E-1,2.353048904E-1
1.600003380E1,1.776444912E-2,5.023708194E-2,2.207374573E-2,5.767660102E-2
1.600476354E1,1.294147968E-2,2.374792472E-2,9.548759460E-2,9.924377335E-2
1.600949323E1,3.659150004E-2,-4.285249114E-2,-1.689338684E-2,5.882737791E-2
1.601422292E1,5.495995283E-3,-4.485291988E-2,-6.423759460E-2,7.853953747E-2
1.601895261E1,-1.355504990E-2,-5.164275318E-2,-1.159343719E-1,1.276381288E-1
1.602368229E1,-2.071917057E-2,-5.362692475E-2,-4.848670959E-2,7.520699499E-2
1.602841198E1,8.087456226E-4,-2.006860450E-2,-1.484298706E-2,2.497433124E-2
1.603314167E1,4.358142614E-2,-1.041587815E-2,-2.850532532E-3,4.489940710E-2
1.603787136E1,4.999339581E-4,-1.511774957E-2,7.314586639E-2,7.469346730E-2
1.604260109E1,-1.364716887E-2,-3.105193377E-3,-6.041908264E-2,6.201897283E-2
1.604733078E1,-3.974662721E-2,-1.256007515E-2,4.188537598E-3,4.189383856E-2
1.605206047E1,-6.554326415E-2,-7.775206119E-3,-8.368873596E-2,1.065841350E-1
1.605679016E1,-1.272097230E-2,-3.618357331E-2,-3.132848740E-1,3.156239636E-1
1.606151984E1,-7.692851126E-2,-2.645430341E-2,1.696491241E-2,8.310014601E-2
1.606624953E1,3.296819329E-2,6.935369223E-3,-2.134695053E-1,2.161116166E-1
1.607097922E1,4.200693965E-2,1.404588297E-2,-7.398509979E-2,8.623030093E-2
1.607570896E1,1.784619689E-2,6.681373343E-3,1.210117340E-2,2.257356620E-2
1.608043865E1,1.057853997E-1,-2.771187574E-3,-3.346309662E-1,3.509645478E-1
1.608516833E1,-6.381510198E-2,-3.359541669E-2,6.226921082E-2,9.528102581E-2
1.608989802E1,-1.596003771E-3,-4.045055062E-2,-1.780376434E-1,1.825820275E-1
1.609462771E1,-5.620002747E-2,-3.778121248E-2,-8.158779144E-2,1.060303297E-1
1.609935740E1,-1.795682311E-2,-3.516025096E-2,1.042814255E-1,1.115047373E-1
1.610408708E1,5.354756117E-2,-1.113841683E-2,-5.090999603E-2,7.472103675E-2
1.610881682E1,-3.226624429E-2,1.980645768E-2,1.133279800E-1,1.194848833E-1
1.611354651E1,1.078221202E-2,3.155643493E-2,-1.582241058E-2,3.691088401E-2
1.611827620E1,-2.015513182E-2,-1.843393967E-2,-7.741928101E-2,8.209619079E-2
1.612300589E1,-4.617212713E-2,-4.443395883E-2,2.294158936E-2,6.806290137E-2
1.612773557E1,-9.554277360E-2,-6.793012470E-2,-4.847717285E-2,1.268580298E-1
1.613246526E1,-6.149221957E-2,-2.944570966E-2,3.977012634E-2,7.893038600E-2
1.613719495E1,-8.817672729E-3,-1.264933124E-2,6.318187714E-2,6.503619401E-2
1.614192469E1,4.353195429E-2,-2.439883538E-2,-2.756214142E-2,5.700882258E-2
1.614665438E1,3.940463066E-4,-2.898569778E-2,1.174917221E-1,1.210150020E-1
1.615138406E1,1.473754644E-2,6.826175377E-3,2.629184723E-2,3.090393464E-2
1.615611375E1,-4.234853387E-2,-3.122817539E-2,-1.903629303E-2,5.595514017E-2
1.616084344E1,-4.678452015E-2,-2.145474963E-2,4.760074615E-2,7.010655206E-2
1.616557313E1,-5.960822105E-3,-2.600765601E-2,2.820777893E-2,3.882793277E-2
1.617030281E1,-2.242834866E-2,5.060348660E-3,4.696369171E-2,5.228982971E-2
1.617503250E1,3.861993551E-3,2.165458724E-2,1.082992554E-1,1.105104740E-1
1.617976224E1,-1.743572950E-2,1.428285427E-2,6.466007233E-2,6.847575880E-2
1.618449193E1,2.554616332E-2,-3.805236146E-2,-3.559494019E-2,5.803092658E-2
1.618922162E1,2.520731091E-2,-4.243924469E-2,8.103656769E-2,9.488637055E-2
1.619395130E1,2.981895208E-2,-4.206974804E-2,-1.024494171E-1,1.146948851E-1
1.619868099E1,-1.800996065E-2,-2.980411984E-2,6.697177887E-2,7.548419309E-2
1.620341068E1,-2.273415029E-2,1.545497030E-2,1.518869400E-1,1.543545925E-1
1.620814037E1,2.272313833E-2,4.852157831E-2,-1.319885254E-2,5.518056076E-2
1.621287005E1,-2.970965207E-2,5.519931018E-2,1.815919876E-1,1.921074627E-1
1.621759974E1,-8.106887341E-3,3.101444244E-2,2.813243866E-2,4.265033842E-2
1.622232948E1,-5.705863237E-3,2.369059250E-3,-1.145505905E-1,1.147170742E-1
1.622705917E1,-1.771226525E-2,-3.087060712E-2,7.159233093E-2,7.995111364E-2
1.623178886E1,1.340100169E-2,-1.400542632E-2,-1.118173599E-1,1.134850686E-1
1.623651854E1,-9.961724281E-4,2.645992301E-2,3.393840790E-2,4.304573633E-2
1.624124823E1,3.212404251E-2,6.412921846E-2,9.063911438E-2,1.155852924E-1
1.624597792E1,5.341109633E-2,7.782705128E-2,-1.933193207E-2,9.635101826E-2
1.625070761E1,2.437871695E-2,3.686230257E-2,1.446475983E-1,1.512484012E-1
1.625543729E1,-1.373738050E-2,1.271550544E-2,7.459068298E-2,7.690363899E-2
1.626016703E1,-2.770888805E-2,7.905578241E-3,-1.610774994E-1,1.636344751E-1
1.626489672E1,-3.246644139E-2,-3.007153794E-2,4.088401794E-3,4.444189735E-2
1.626962641E1,2.231186628E-2,-1.399252564E-3,3.729534149E-2,4.348240773E-2
1.627435609E1,8.867537975E-2,1.290239580E-2,-7.460308075E-2,1.165993759E-1
1.627908578E1,3.552192450E-2,5.305960029E-2,3.343782425E-1,3.404202364E-1
1.628381547E1,1.161343157E-1,5.257705599E-2,-2.216148376E-2,1.293934213E-1
1.628854516E1,-1.290720701E-2,2.129238099E-2,1.180934906E-1,1.206898256E-1
1.629327490E1,-3.907005489E-2,-1.210495457E-2,1.052436829E-1,1.129124966E-1
1.629800458E1,3.017914295E-2,-4.808017984E-3,-1.639156342E-1,1.667400157E-1
1.630273427E1,3.209006786E-2,-1.436036080E-2,1.365995407E-1,1.410511501E-1
1.630746396E1,6.991079450E-2,2.831186540E-2,-7.584095001E-2,1.069622859E-1
1.631219365E1,6.462463737E-2,4.225350171E-2,-1.585483551E-2,7.882308019E-2
1.631692333E1,4.974350333E-2,3.227970004E-2,1.837081909E-1,1.930416913E-1
1.632165302E1,2.812057734E-2,2.009879611E-2,-6.948757172E-2,7.760960700E-2
1.632638271E1,-2.684535086E-2,-4.649893194E-2,1.257762909E-1,1.367570798E-1
1.633111240E1,-7.640808821E-3,-6.989174336E-2,2.976322174E-2,7.634845852E-2
1.633584214E1,1.394918561E-2,-4.314934090E-2,-1.343069077E-1,1.417560963E-1
1.634057182E1,1.127582788E-2,-2.442697063E-3,-2.159881592E-2,2.448713769E-2
1.634530151E1,8.705714345E-2,-1.905483007E-2,-1.947278976E-1,2.141517847E-1
1.635003120E1,9.581640363E-2,-1.893877238E-2,-1.005134583E-1,1.401514024E-1
1.635476089E1,7.601284981E-2,4.860803485E-3,-1.895427704E-2,7.849105277E-2
1.635949057E1,3.040099144E-2,8.782744408E-5,-1.351318359E-1,1.385093538E-1
1.636422026E1,-2.455532551E-2,-2.598342672E-2,-9.126949310E-2,9.802154277E-2
1.636894995E1,-3.869310021E-2,-4.943557829E-2,-9.762859344E-2,1.160705590E-1
1.637367969E1,2.340224385E-2,-3.951277956E-2,-1.348028183E-1,1.424104090E-1
1.637840938E1,-5.379915237E-3,-2.972964011E-2,-2.683925629E-2,4.041213515E-2
1.638313906E1,-7.721185684E-3,-1.091016456E-3,-5.035591125E-2,5.095610683E-2
1.638786875E1,2.568316460E-2,4.398495331E-2,-6.181049347E-2,8.009268484E-2
1.639259844E1,-3.155091405E-2,2.936086245E-2,5.266475677E-2,6.805216402E-2
1.639732813E1,-5.098998547E-3,-1.589136384E-2,-2.279243469E-1,2.285345557E-1
1.640205781E1,-5.964556336E-2,-3.710966185E-2,-6.695938110E-2,9.704781785E-2
1.640678750E1,-2.823977172E-2,-4.396320134E-2,-1.779880524E-1,1.854993115E-1
1.641151724E1,-3.748458624E-2,-1.752233878E-2,-1.954965591E-1,1.998275036E-1
1.641624693E1,-5.631990731E-2,-3.256367519E-3,-5.141353607E-2,7.632750212E-2
1.642097662E1,-1.342684031E-3,2.044345625E-2,1.248359680E-3,2.052549891E-2
1.642570630E1,-1.081153750E-2,4.145621508E-2,1.436872482E-1,1.499384288E-1
1.643043599E1,1.303654909E-2,4.824820161E-2,5.939388275E-2,7.762392594E-2
1.643516568E1,-7.246823609E-2,4.543244839E-2,1.491146088E-1,1.719038079E-1
1.643989536E1,-2.419404685E-2,2.613263018E-2,-1.773929596E-1,1.809323862E-1
1.644462505E1,-6.688165665E-2,-9.679194540E-3,2.826690674E-2,7.325203628E-2
1.644935474E1,-4.968902469E-2,-4.525030777E-2,-1.998863220E-1,2.108817945E-1
1.645408448E1,5.415678024E-4,-4.013679177E-2,-1.198740005E-1,1.264161040E-1
1.645881417E1,1.219645143E-2,1.218938641E-2,2.776145935E-1,2.781495948E-1
1.646354386E1,1.286723316E-1,1.453392580E-2,-1.639232635E-1,2.088986363E-1
1.646827354E1,2.538570762E-2,1.442940533E-2,3.146495819E-1,3.160015843E-1
1.647300323E1,7.270190120E-2,-2.128645778E-2,6.036663055E-2,9.686490493E-2
1.647773292E1,-4.879830778E-2,-4.949682951E-2,-8.496475220E-2,1.097734945E-1
1.648246261E1,-9.368348122E-2,-3.974119574E-2,3.288507462E-1,3.442365038E-1
1.648719229E1,-9.762763977E-3,-6.212299690E-3,-3.476047516E-2,3.663597769E-2
1.649192198E1,-3.357754648E-2,-4.890549928E-2,1.673364639E-1,1.775406760E-1
1.649665172E1,5.928185582E-2,-1.055352390E-3,1.564445496E-1,1.673031658E-1
1.650138141E1,4.398226738E-3,1.081230305E-2,1.218967438E-1,1.224543443E-1
1.650611109E1,-7.606685162E-3,-2.250004001E-2,7.814884186E-2,8.167836276E-2
1.651084078E1,-1.702335477E-2,-4.377878457E-2,8.646965027E-3,4.776135038E-2
1.651557047E1,-3.571563959E-2,-6.719815731E-2,-2.193460464E-1,2.321721072E-1
1.652030016E1,-2.618990839E-2,-5.949912220E-2,6.026554108E-2,8.864531733E-2
1.652502984E1,1.912516356E-2,-5.200823396E-2,8.113002777E-2,9.824820450E-2
1.652975953E1,6.889641285E-2,-1.360268891E-2,-1.451301575E-2,7.171036519E-2
1.653448922E1,-5.523087084E-2,1.490153372E-2,3.156175613E-1,3.207599567E-1
1.653921896E1,7.230192423E-3,1.710956171E-2,2.333259583E-2,2.982319252E-2
1.654394865E1,-3.789392114E-2,-1.981873065E-3,7.774257660E-2,8.650887409E-2
1.654867833E1,9.721726179E-3,-4.228075966E-2,-6.772327423E-2,8.042770959E-2
1.655340802E1,-2.595500648E-2,-6.330919266E-2,-1.288852692E-1,1.459216531E-1
1.655813771E1,-2.111652493E-2,-2.014431544E-2,-1.978874207E-3,2.925093183E-2
1.656286740E1,7.158222795E-2,3.221287578E-2,-1.135454178E-1,1.380371205E-1
1.656759708E1,2.351924777E-2,5.089567602E-2,9.870052338E-2,1.135135154E-1
1.657232677E1,1.390016079E-2,5.995470285E-2,1.192426682E-1,1.341886537E-1
1.657705646E1,-2.890533209E-2,4.287958890E-2,-5.743885040E-2,7.728776684E-2
1.658178620E1,-6.440283358E-2,-1.681404933E-2,1.163568497E-1,1.340498180E-1
1.658651589E1,2.711802721E-3,-5.470067635E-2,-7.692146301E-2,9.442684650E-2
1.659124557E1,-4.952573776E-2,-4.716198891E-2,6.142044067E-2,9.192128389E-2
1.659597526E1,-8.850127459E-3,5.478896201E-3,5.378818512E-2,5.478605587E-2
1.660070495E1,1.260727644E-2,5.762411281E-2,2.010250092E-2,6.231847511E-2
1.660543464E1,-3.502151370E-2,7.134997845E-2,1.125278473E-1,1.377673483E-1
1.661016432E1,-1.572015882E-2,8.021238446E-2,6.885433197E-2,1.068740803E-1
1.661489401E1,-4.146039486E-2,3.674040362E-2,2.316570282E-2,6.004557758E-2
1.661962370E1,-6.246586144E-2,-1.575190388E-2,-9.098625183E-2,1.114836506E-1
1.662435344E1,4.376143217E-3,-4.406529665E-2,-6.410884857E-2,7.791563042E-2
1.662908313E1,2.572339773E-2,-2.002549171E-2,-6.595611572E-3,3.325981962E-2
1.663381281E1,1.110802889E-1,-5.626384169E-3,-3.978061676E-2,1.181227508E-1
1.663854250E1,2.238434553E-2,6.783777475E-2,1.670989990E-1,1.817280883E-1
1.664327219E1,5.078956485E-2,6.005185097E-2,-5.271720886E-2,9.468320238E-2
1.664800188E1,5.159765482E-3,3.577033430E-2,1.186637878E-1,1.240452923E-1
1.665273156E1,2.180901170E-2,1.400907896E-2,8.918285370E-2,9.287340135E-2
1.665746125E1,4.778781533E-2,2.577891201E-2,-1.632204056E-1,1.720149075E-1
1.666219099E1,-1.457846165E-2,3.490707278E-2,1.372880936E-1,1.424045502E-1
1.666692068E1,1.161662042E-1,3.923700750E-2,-1.938638687E-1,2.293846755E-1
1.667165036E1,6.060910225E-2,2.702740394E-2,-9.253501892E-2,1.138713026E-1
1.667638005E1,5.992078781E-2,4.092197865E-2,1.033115387E-2,7.329285019E-2
1.668110974E1,6.904849410E-2,3.338885307E-2,-1.773166656E-1,1.931934522E-1
1.668583943E1,2.323818207E-2,-1.438422687E-2,-1.069850922E-1,1.104206911E-1
1.669056912E1,2.529272437E-2,-2.617705055E-2,-1.250829697E-1,1.302716745E-1
1.669529880E1,-1.017242670E-3,-3.549665585E-2,-1.287889481E-1,1.335950617E-1
1.670002849E1,2.972906828E-2,-1.616256870E-2,-1.324596405E-1,1.367135783E-1
1.670475818E1,4.360023141E-2,1.236378402E-2,-1.976776123E-2,4.944297441E-2
1.670948786E1,8.847615123E-2,1.456447318E-2,-1.430625916E-1,1.688403338E-1
1.671421760E1,4.018682241E-2,3.342442214E-2,-1.792907715E-3,5.230092934E-2
1.671894729E1,6.687134504E-3,3.064594790E-2,-3.976726532E-2,5.064906003E-2
1.672367698E1,4.466280341E-2,-4.013869911E-4,-2.626075745E-1,2.663788004E-1
1.672840667E1,-7.471355796E-2,-3.364877403E-2,3.160858154E-2,8.782629540E-2
1.673313636E1,3.751060367E-2,-4.757057130E-2,-2.772951126E-1,2.838354878E-1
1.673786604E1,1.810759306E-2,-3.537459671E-2,7.639312744E-2,8.611130553E-2
1.674259573E1,1.085072756E-2,-1.997534186E-3,-3.345489502E-2,3.522723992E-2
1.674732542E1,-1.122355461E-3,2.649542503E-2,-4.504585266E-2,5.227232606E-2
1.675205510E1,-4.875034094E-2,4.282407835E-2,1.523876190E-1,1.656275456E-1
1.675678479E1,-1.257321239E-2,2.349062264E-2,-7.205677032E-2,7.682495149E-2
1.676151453E1,-8.135941625E-2,-9.982734919E-3,7.336807251E-2,1.100085618E-1
1.676624422E1,-4.508103430E-2,-5.250908434E-3,-2.933025360E-2,5.403827782E-2
1.677097391E1,-1.385346055E-2,-2.183884755E-2,-1.026840210E-1,1.058908013E-1
1.677570359E1,-9.201139212E-3,-9.883377701E-3,1.094760895E-1,1.103057400E-1
1.678043328E1,-4.331380129E-3,1.859148964E-2,-4.813098907E-2,5.177833959E-2
1.678516297E1,-4.364252090E-3,1.836696640E-2,7.335376740E-2,7.574409114E-2
1.678989266E1,-9.145140648E-3,1.525271684E-3,7.511901855E-2,7.568901505E-2
1.679462234E1,7.652014494E-3,-3.163777292E-3,-6.321048737E-2,6.375051785E-2
1.679935203E1,-5.663985014E-2,-3.638655692E-2,9.164047241E-2,1.137102912E-1
1.680408177E1,-5.151711404E-2,-1.232525147E-2,-6.581497192E-2,8.448393571E-2
1.680881146E1,-8.674046397E-2,-3.603440896E-2,9.617710114E-2,1.344337067E-1
1.681354115E1,-5.602538586E-4,-9.688887745E-3,1.072473526E-1,1.076855750E-1
1.681827083E1,-9.978860617E-3,3.543184325E-2,1.158485413E-1,1.215560681E-1
1.682300052E1,1.617944241E-2,1.615921035E-2,8.164596558E-2,8.478772394E-2
1.682773021E1,2.787488699E-2,-4.322868213E-2,-2.586936951E-2,5.757562472E-2
1.683245990E1,-3.183695674E-2,-4.528452083E-2,1.571588516E-1,1.666228804E-1
1.683718958E1,1.597523689E-3,-3.070420027E-2,-3.216743469E-3,3.091354775E-2
1.684191927E1,-4.596760869E-2,-2.105143294E-2,1.060218811E-1,1.174598789E-1
1.684664901E1,9.065866470E-3,2.795049921E-3,5.528068542E-2,5.608882616E-2
1.685137870E1,1.912742853E-3,7.508177310E-3,7.618713379E-2,7.658009315E-2
1.685610839E1,-3.378456831E-2,2.165013738E-2,7.792758942E-2,8.765178091E-2
1.686083807E1,-1.924178004E-2,1.665256917E-2,2.029895782E-2,3.255152605E-2
1.686556776E1,6.993651390E-3,-2.866466157E-2,-3.210067749E-2,4.360077382E-2
1.687029745E1,-3.589664400E-2,-4.271341115E-2,-2.470779419E-2,6.102032150E-2
1.687502714E1,-4.273183644E-2,-4.949415475E-2,-8.385467529E-2,1.063357314E-1
1.687975682E1,-1.163777709E-2,-3.900093958E-3,-5.228900909E-2,5.371023236E-2
1.688448651E1,-6.833136082E-3,3.214489669E-3,1.000928879E-1,1.003773425E-1
1.688921620E1,6.211909652E-2,-6.265366450E-3,-6.930637360E-2,9.328135071E-2
1.689394589E1,9.386599064E-3,1.514150947E-2,1.283245087E-1,1.295552125E-1
1.689867563E1,2.371224761E-2,2.212432399E-2,-5.555820465E-2,6.433094514E-2
1.690340531E1,-3.115960956E-2,-3.734252229E-2,-4.559612274E-2,6.666627069E-2
1.690813500E1,-5.711300671E-2,-4.891552776E-2,3.788185120E-2,8.420011307E-2
1.691286469E1,-2.106538415E-2,-3.419021145E-2,-7.639217377E-2,8.630460695E-2
1.691759438E1,-2.376019955E-2,-1.478312910E-2,1.474275589E-1,1.500598984E-1
1.692232406E1,1.701411605E-2,3.753095120E-2,-1.524925232E-2,4.393850406E-2
1.692705375E1,2.530008554E-3,3.491606563E-2,2.998924255E-2,4.609649934E-2
1.693178344E1,-4.038035870E-2,3.704434633E-2,1.413288116E-1,1.515806385E-1
1.693651313E1,-1.133817434E-2,3.541892394E-3,-1.892280579E-2,2.234215249E-2
1.694124281E1,-7.075199485E-2,-5.967600271E-3,1.854162216E-1,1.985462975E-1
1.694597250E1,-2.014642954E-2,-2.269127592E-2,-4.642581940E-2,5.546286445E-2
1.695070224E1,6.793835759E-2,1.226630062E-3,-4.841423035E-2,8.343298361E-2
1.695543193E1,4.350459576E-2,2.251487225E-2,4.221057892E-2,6.466299017E-2
1.696016162E1,5.505782366E-2,6.030015275E-2,-1.765632629E-1,1.945303529E-1
1.696489130E1,-5.468094349E-2,6.679425389E-2,8.843994141E-2,1.235843889E-1
1.696962099E1,9.950071573E-3,4.477293789E-2,-1.093521118E-1,1.185812137E-1
1.697435068E1,-3.997370601E-2,3.999743611E-3,-3.978729248E-3,4.036985766E-2
1.697908036E1,-5.155214667E-2,-3.194827586E-3,5.066108704E-2,7.234899094E-2
1.698381005E1,2.232164145E-2,-5.441833287E-3,-1.278181076E-1,1.298666156E-1
1.698853974E1,-1.122882962E-2,1.350170746E-2,1.272830963E-1,1.284887907E-1
1.699326943E1,1.195731759E-1,2.047127113E-2,-1.468076706E-1,1.904450301E-1
1.699799917E1,7.828959823E-2,2.972841263E-2,-3.637409210E-2,9.130232354E-2
1.700272886E1,3.723603487E-2,-1.798566803E-2,-4.556655884E-2,6.153306292E-2
1.700745854E1,8.509457111E-3,-2.497169003E-2,-7.130527496E-2,7.602919440E-2
1.701218823E1,-1.057035178E-1,-2.949606627E-2,1.001453400E-2,1.101977427E-1
1.701691792E1,-6.287693977E-4,-5.377441645E-3,-3.754329681E-2,3.793166705E-2
1.702164761E1,-7.815122604E-3,2.543475479E-2,9.572315216E-2,9.935252766E-2
1.702637729E1,8.500045538E-2,7.026354969E-2,-1.448669434E-1,1.820672269E-1
1.703110698E1,2.006399632E-2,8.153767884E-2,-3.580093384E-3,8.404626159E-2
1.703583667E1,1.510789990E-2,4.514864832E-2,-6.527709961E-2,8.079448507E-2
1.704056636E1,5.473464727E-3,-3.127074614E-2,-1.050920486E-1,1.097823167E-1
1.704529609E1,4.964768887E-4,-4.540851712E-2,6.672763824E-2,8.071404848E-2
1.705002578E1,3.858044744E-2,-1.420654170E-2,-1.522521973E-1,1.577054480E-1
1.705475547E1,-9.264707565E-3,-4.574161023E-3,-3.702449799E-2,3.843918842E-2
1.705948516E1,3.576689959E-2,3.100656345E-2,-1.097679138E-3,4.734852672E-2
1.706421484E1,9.735542536E-2,4.492423311E-2,-1.981468201E-1,2.252963113E-1
1.706894453E1,7.267671824E-2,3.269493580E-2,-6.116580963E-2,1.004595464E-1
1.707367422E1,3.178405762E-2,3.890760243E-3,-1.508750916E-1,1.542357208E-1
1.707840391E1,-2.784639597E-2,-1.989660412E-2,-1.377477646E-1,1.419357012E-1
1.708313359E1,-3.008596599E-2,-2.697975934E-2,4.858684540E-2,6.319615739E-2
1.708786328E1,-5.830860138E-2,-1.014855504E-2,2.918910980E-2,6.599159261E-2
1.709259297E1,-2.465358377E-2,1.369329914E-2,5.031585693E-2,5.768007535E-2
1.709732271E1,3.003129363E-2,2.312084660E-2,1.234989166E-1,1.291837240E-1
1.710205240E1,4.647341371E-2,-1.263977215E-2,3.224945068E-2,5.796178992E-2
1.710678208E1,1.277902722E-2,-3.857652098E-2,8.421421051E-2,9.350660276E-2
1.711151177E1,-6.325533986E-2,-2.888501063E-2,1.238718033E-1,1.420556423E-1
